epoch	loss	acc	test_loss	test_acc	precision_score	recall	f1_score
33	0.41365422643418237	0.8684959349593496	0.35400500658058354	0.8691247974068071	0.8686416226154086	0.8691247974068071	0.8672578615645186
34	0.38054531826902693	0.8766260162601626	0.34002797019577796	0.8820907617504052	0.880059406250398	0.8820907617504052	0.8797567638951542
35	0.3862412385445664	0.8735772357723577	0.34524235891238336	0.8841166936790924	0.8820548652815077	0.8841166936790924	0.881915195605071
36	0.37535513130629933	0.8803861788617886	0.36394797484240227	0.8796596434359806	0.8773640138694396	0.8796596434359806	0.8770031504281797
37	0.3836129247627365	0.8766260162601626	0.312145474697313	0.8885737439222042	0.8880166567532926	0.8885737439222042	0.8877143439846882
38	0.37107297556429375	0.8797764227642276	0.36716884861309684	0.8784440842787682	0.8766100290701975	0.8784440842787682	0.8751738829213915
39	0.3741281743941268	0.875609756097561	0.33025738410651684	0.88290113452188	0.8814337451404548	0.88290113452188	0.8812923443775171
40	0.368055865192801	0.8771341463414634	0.2991894750765735	0.8962722852512156	0.8954549270117058	0.8962722852512156	0.8950650138903705
41	0.3573117792848649	0.8846544715447154	0.3054996365741376	0.8954619124797407	0.893543850662403	0.8954619124797407	0.8932899351737332
42	0.3553069524209553	0.8834349593495935	0.3326376035028408	0.8857374392220422	0.8857361633869045	0.8857374392220422	0.884643537861946
43	0.34474693977735876	0.8863821138211382	0.31152486022441617	0.8865478119935171	0.8854250617566123	0.8865478119935171	0.8854456411813757
44	0.3461737061419138	0.8888211382113821	0.33452715608141115	0.8893841166936791	0.8882197687407205	0.8893841166936791	0.8880652598260598
45	0.35179579233886993	0.8807926829268292	0.3016835328972628	0.8938411669367909	0.8928598142825728	0.8938411669367909	0.8925422431163197
46	0.34309460067046366	0.8893292682926829	0.2983587858297171	0.8974878444084279	0.8967014138378326	0.8974878444084279	0.896292492409189
47	0.34172551538492363	0.8861788617886179	0.24253610246364146	0.9145056726094003	0.9122681726662287	0.9145056726094003	0.9126428239083672
48	0.3384643463872191	0.8887195121951219	0.21837842198869875	0.9213938411669368	0.9207866557543246	0.9213938411669368	0.9200667745602206
49	0.3169965516881851	0.8959349593495934	0.2216262800739177	0.9230145867098866	0.9229654035611801	0.9230145867098866	0.9223256468647015
50	0.3053615410774341	0.896849593495935	0.22137177622907103	0.923419773095624	0.9232979150854627	0.923419773095624	0.9227113920149315
51	0.2994050159808097	0.8983739837398373	0.2295284090203143	0.9230145867098866	0.9226770972368001	0.9230145867098866	0.9222093296247894
52	0.2979596694068211	0.9017276422764228	0.216045429671724	0.9213938411669368	0.9204085698543891	0.9213938411669368	0.9200664452939219
53	0.2912466038639347	0.9041666666666667	0.20435017755164975	0.9303079416531604	0.929512631123101	0.9303079416531604	0.9291479509449778
54	0.30143298035775257	0.9007113821138212	0.1897161747148681	0.9396272285251216	0.9397447807604148	0.9396272285251216	0.9392190615646233
55	0.2854084872723958	0.90619918699187	0.1948674224647543	0.9290923824959482	0.9290393381664463	0.9290923824959482	0.9281808802286811
56	0.2835853009795149	0.9059959349593496	0.21056978454993616	0.9266612641815235	0.9265255518138125	0.9266612641815235	0.926180192163625
57	0.2877906923674471	0.90619918699187	0.18697168824503257	0.9286871961102107	0.9281781872196342	0.9286871961102107	0.9280027259474085
58	0.2846560565785058	0.9051829268292683	0.22952456513660088	0.9128849270664505	0.9134447376495667	0.9128849270664505	0.9123872821611066
59	0.26627301470474984	0.9108739837398374	0.1780490760263356	0.9339546191247974	0.934473792155264	0.9339546191247974	0.9334846164787438
60	0.2833377590478678	0.904979674796748	0.17355193760125867	0.9388168557536467	0.9390281905297334	0.9388168557536467	0.9381800135783099
61	0.2762473220247927	0.9073170731707317	0.20090214281433053	0.9270664505672609	0.9275554987615082	0.9270664505672609	0.9264306245202882
62	0.26952138266836606	0.9094512195121951	0.17815662830947868	0.9327390599675851	0.9344812686694275	0.9327390599675851	0.9329633869896415
63	0.26919457539461733	0.9097560975609756	0.1934262508579019	0.9355753646677472	0.9351943346256448	0.9355753646677472	0.9350437631304184
64	0.2792452150122906	0.9072154471544716	0.1547915683638665	0.9469205834683955	0.9474852850872681	0.9469205834683955	0.9465449055414982
65	0.2509295727633606	0.9158536585365854	0.12208457012874856	0.9521880064829822	0.952095058238318	0.9521880064829822	0.951805644196923
66	0.24729833709515206	0.9150406504065041	0.13552602907199593	0.9469205834683955	0.9472131694119188	0.9469205834683955	0.9466545658347885
67	0.24901826569007907	0.9139227642276423	0.1358902589620782	0.9485413290113452	0.9492234849148712	0.9485413290113452	0.9480942822158547
68	0.23426114120104205	0.9178861788617886	0.13895782420201408	0.9505672609400324	0.9508983686974924	0.9505672609400324	0.9500500795883012
69	0.24490798177137002	0.9161585365853658	0.12509612979577675	0.9570502431118314	0.9572832159123007	0.9570502431118314	0.9569345165835998
70	0.235870433994001	0.9210365853658536	0.14253893613124327	0.9509724473257699	0.9512748890987405	0.9509724473257699	0.950924348307484
71	0.22623952412958886	0.9181910569105691	0.12550730034155066	0.953808752025932	0.9542101106308909	0.953808752025932	0.9536090818138373
72	0.24306591013597884	0.9180894308943089	0.10682308409633415	0.9574554294975689	0.9577558523502572	0.9574554294975689	0.9573705419527492
73	0.22937744606468008	0.9216463414634146	0.11850137611073742	0.9586709886547812	0.9585293383155196	0.9586709886547812	0.9584542092018833
74	0.23079410036192918	0.9195121951219513	0.13293898642568233	0.9525931928687196	0.9527804090870577	0.9525931928687196	0.9522036021717961
75	0.2263978354117977	0.9228658536585366	0.10812536847079172	0.9615072933549432	0.9618365574217762	0.9615072933549432	0.9613553083832669
76	0.23165743032061473	0.9201219512195122	0.1147520619191064	0.9578606158833063	0.9581233086395576	0.9578606158833063	0.9574523533576628
77	0.22067985047502972	0.9264227642276422	0.1347407426211923	0.9521880064829822	0.9526326562032041	0.9521880064829822	0.9521664865087452
78	0.21769842949461163	0.9251016260162601	0.12275449017648615	0.9562398703403565	0.9562289299298424	0.9562398703403565	0.9559767941798729
79	0.21933710150632674	0.9261178861788618	0.11617602413302408	0.953808752025932	0.9537973019801784	0.953808752025932	0.9533885448464364
80	0.22340649987639086	0.9257113821138211	0.12104274452543787	0.9521880064829822	0.9524427183790976	0.9521880064829822	0.9519565827704042
81	0.21413260362739486	0.9288617886178862	0.10036778556719993	0.9635332252836305	0.9639667629183222	0.9635332252836305	0.9632103552466407
82	0.20456232227445617	0.9304878048780488	0.08216380990155402	0.9696110210696921	0.9696016958005949	0.9696110210696921	0.9694518920006091
83	0.20010132200682793	0.9282520325203252	0.08670098015432051	0.9683954619124797	0.9685472743550017	0.9683954619124797	0.9679724726879314
84	0.19746864375968773	0.9333333333333333	0.08953787493726029	0.9675850891410048	0.967363585968847	0.9675850891410048	0.967086202243614
85	0.21041330142226827	0.9296747967479675	0.08981618382780242	0.9635332252836305	0.9637539754458202	0.9635332252836305	0.9634326264002872
86	0.20301926149418806	0.9316056910569106	0.08873384759041777	0.9671799027552674	0.9675476393639194	0.9671799027552674	0.9670688102620199
87	0.18968460909204513	0.9356707317073171	0.08549418258067641	0.9663695299837926	0.9660431459141448	0.9663695299837926	0.9659905146605534
88	0.19884106843936733	0.9304878048780488	0.07988051723035412	0.9696110210696921	0.9695496932628074	0.9696110210696921	0.9693091951089139
89	0.19879285853462128	0.9316056910569106	0.1146934891988959	0.9615072933549432	0.9616959072117962	0.9615072933549432	0.9612735873891658
90	0.18978026144327673	0.9365853658536586	0.08409266244721479	0.9663695299837926	0.966633203377286	0.9663695299837926	0.9660304524595552
91	0.18992915457129722	0.9336382113821138	0.08388281450719542	0.965964343598055	0.9660773769439486	0.965964343598055	0.9657305768832951
92	0.19748965432428248	0.9329268292682927	0.07849767318919242	0.9679902755267423	0.9683620858631353	0.9679902755267423	0.9677583439489877
93	0.19036330303131807	0.933130081300813	0.0830867081286288	0.9651539708265803	0.9651579473694074	0.9651539708265803	0.965033026746781
94	0.19271074704432148	0.9348577235772357	0.08492486796589688	0.9667747163695299	0.9668463838650189	0.9667747163695299	0.9661776108544043
95	0.185665490122406	0.931910569105691	0.08751270360878534	0.9671799027552674	0.9675350084529465	0.9671799027552674	0.9669396064403208
96	0.1830907294307116	0.9372967479674796	0.09288196187438687	0.9663695299837926	0.966323552193969	0.9663695299837926	0.9661056461015205
97	0.18163083572190528	0.9364837398373984	0.08451815714958479	0.9683954619124797	0.9686852780041841	0.9683954619124797	0.9680586062773844
98	0.17537891139092712	0.9370934959349594	0.07373246874735595	0.9712317666126418	0.971387426621717	0.9712317666126418	0.9710042019477946
99	0.16621755086854706	0.9439024390243902	0.061215028534981335	0.9748784440842788	0.9747859493858823	0.9748784440842788	0.9747443301608022
100	0.1727918071206659	0.9390243902439024	0.06077767479298693	0.9773095623987034	0.9775616044608842	0.9773095623987034	0.9773425429282229
101	0.17099729212175116	0.9386178861788618	0.06425828860355391	0.9696110210696921	0.9699099017940929	0.9696110210696921	0.9695895172603652
102	0.17146236950274163	0.9427845528455284	0.06736894726585184	0.973257698541329	0.9734443237857663	0.973257698541329	0.9731384108641123
103	0.16762122805987492	0.9441056910569106	0.06302132903895859	0.9748784440842788	0.9750751059367949	0.9748784440842788	0.9746990083308351
104	0.18268006220497796	0.9357723577235773	0.06741261813937942	0.9748784440842788	0.975089125739397	0.9748784440842788	0.9746529396435877
105	0.17390961957020246	0.9405487804878049	0.06238878825946989	0.9785251215559158	0.9787559022900485	0.9785251215559158	0.9783071531835511
106	0.1613104797839149	0.9428861788617886	0.06189903041146951	0.9760940032414911	0.9763593785067626	0.9760940032414911	0.975949827982921
107	0.17534403193068154	0.9397357723577235	0.05878698013980137	0.9744732576985413	0.9745332307180407	0.9744732576985413	0.9742438728587417
108	0.1667766406571841	0.9440040650406504	0.05705585013260603	0.9781199351701783	0.9781333688117005	0.9781199351701783	0.9778798821061828
109	0.1704500905264593	0.941260162601626	0.06610277601855248	0.9716369529983793	0.9718564878847197	0.9716369529983793	0.9715828095117938
110	0.15631632655253255	0.9426829268292682	0.060573229603359056	0.976904376012966	0.9771260853730621	0.976904376012966	0.9767593920476865
111	0.15852057536443073	0.9436991869918699	0.05561115448291539	0.976904376012966	0.9767400496948975	0.976904376012966	0.9767022406744854
112	0.1624591512325394	0.941869918699187	0.06335777694736364	0.9740680713128039	0.974132452652314	0.9740680713128039	0.9739021622242445
113	0.15967384673980617	0.9417682926829268	0.050871679827797646	0.9793354943273906	0.9798129122670883	0.9793354943273906	0.9791784751820909
114	0.15962497513888904	0.9421747967479674	0.04913896389766559	0.9793354943273906	0.9795796680210637	0.9793354943273906	0.9792570620785502
115	0.1476584804482849	0.95	0.04496371037115046	0.9817666126418152	0.9820501914473628	0.9817666126418152	0.9816876165308992
116	0.15223142506282142	0.9466463414634146	0.05002507881708293	0.9781199351701783	0.9785358783345465	0.9781199351701783	0.9779998601228836
117	0.15309472741157845	0.9473577235772358	0.047244904350455114	0.9817666126418152	0.9820647982132718	0.9817666126418152	0.9815943252344226
118	0.14939755060543436	0.9488821138211382	0.04274023770288501	0.9837925445705025	0.9841071809355884	0.9837925445705025	0.9837851665681112
119	0.15177254174888982	0.945630081300813	0.04398673058915466	0.9841977309562399	0.9842162199307984	0.9841977309562399	0.9839869917848777
120	0.14970095049423293	0.9465447154471545	0.045282511533784396	0.983387358184765	0.9836519150431907	0.983387358184765	0.9833800457315348
121	0.15080225710620784	0.9463414634146341	0.047967726168773824	0.9829821717990276	0.9832756330158762	0.9829821717990276	0.9829476743387003
122	0.152960738766469	0.9469512195121951	0.04019295885912969	0.9821717990275527	0.9822859464248863	0.9821717990275527	0.9821431677878837
123	0.14669164999925752	0.9460365853658537	0.04084150504228209	0.9837925445705025	0.9840515121770158	0.9837925445705025	0.9836989335991005
124	0.14342918852117004	0.95	0.041282945331711805	0.9829821717990276	0.9830551335401375	0.9829821717990276	0.9828094838031353
125	0.147711888041794	0.9479674796747968	0.04718831696425461	0.979740680713128	0.9799677259676247	0.979740680713128	0.9796525483555197
126	0.15105758809249817	0.9463414634146341	0.04029931024779217	0.9841977309562399	0.9844451484523924	0.9841977309562399	0.9840995255959946
127	0.14591086914013254	0.9461382113821138	0.04602911400035091	0.9805510534846029	0.9806884863008585	0.9805510534846029	0.9803955490936821
128	0.13695358665569163	0.9521341463414634	0.0459577611089938	0.979740680713128	0.9801227921958247	0.979740680713128	0.9797608559114137
129	0.13839291209256563	0.947560975609756	0.03897791725795258	0.9813614262560778	0.9819454548362792	0.9813614262560778	0.9812098861808926
130	0.1416312726214528	0.9489837398373984	0.032751085200476565	0.9846029173419774	0.9850050558716893	0.9846029173419774	0.9845607208821452
131	0.14019869693888093	0.9505081300813009	0.04136676536673481	0.983387358184765	0.9835115051207134	0.983387358184765	0.9832836454826978
132	0.14007328715463116	0.9506097560975609	0.04701710307423538	0.9793354943273906	0.9794720455402971	0.9793354943273906	0.9792729805267482
133	0.13790982863349968	0.9503048780487805	0.03317555970760065	0.9866288492706645	0.9868368426291511	0.9866288492706645	0.9866073440911424
134	0.13640020115469484	0.9522357723577236	0.032465692153580736	0.9866288492706645	0.9868975050108029	0.9866288492706645	0.9866696259834291
135	0.12808026065728134	0.9557926829268293	0.0311942889614241	0.9854132901134521	0.9856229799759797	0.9854132901134521	0.985287112104645
136	0.12981528626391436	0.9536585365853658	0.0361929851102427	0.9841977309562399	0.9842827255892641	0.9841977309562399	0.9840648201654733
137	0.13209809171815773	0.953150406504065	0.026795198462634524	0.9898703403565641	0.9902115928068774	0.9898703403565641	0.9898671955846169
138	0.13988412750120147	0.9495934959349593	0.03358561311628833	0.9874392220421394	0.9878298235737147	0.9874392220421394	0.9874068562059714
139	0.13559096451220293	0.9534552845528456	0.03549696268503706	0.9850081037277147	0.9851397102381104	0.9850081037277147	0.9848263222004747
140	0.1328768204708349	0.9539634146341464	0.039920701770528456	0.9837925445705025	0.9837599315534268	0.9837925445705025	0.9836574217974631
141	0.13160359571248717	0.9548780487804878	0.033455032571709446	0.9890599675850892	0.9893458256036602	0.9890599675850892	0.9890209052732865
142	0.13292906986174696	0.9518292682926829	0.035873281270652375	0.9874392220421394	0.9874791551108041	0.9874392220421394	0.9873454449621593
143	0.1275957940958395	0.9544715447154472	0.03473028684596307	0.9850081037277147	0.9850703312275318	0.9850081037277147	0.9848764871596408
144	0.13077054578182476	0.9536585365853658	0.031905274279444215	0.9878444084278768	0.9879265272782941	0.9878444084278768	0.9877921992136647
145	0.12840875585973302	0.9510162601626017	0.030689387150979172	0.9858184764991896	0.9858342804172655	0.9858184764991896	0.9857091241331776
146	0.12717334600733365	0.9554878048780487	0.029869108415702554	0.9882495948136143	0.9883896780000947	0.9882495948136143	0.988205205130389
147	0.13364607128910946	0.9516260162601626	0.023646636010249904	0.9902755267423015	0.9902752288833596	0.9902755267423015	0.990127259205198
148	0.1305583063887841	0.9551829268292683	0.025523383823430425	0.9890599675850892	0.9892407088048866	0.9890599675850892	0.9890590226640859
149	0.13029458076954342	0.9550813008130081	0.02715183192976251	0.9882495948136143	0.9882543498641922	0.9882495948136143	0.9881661909849629
150	0.12690245156475471	0.9548780487804878	0.03013370324242953	0.9870340356564019	0.9874298362395144	0.9870340356564019	0.9870103551184459
151	0.11921354651591187	0.9592479674796748	0.02948242783103553	0.9846029173419774	0.9847159840708165	0.9846029173419774	0.9845107776112255
152	0.12387196219779883	0.954369918699187	0.023762579274760706	0.9882495948136143	0.9885679780688674	0.9882495948136143	0.9882547754663382
153	0.13299952591958691	0.953150406504065	0.02729919987493832	0.9902755267423015	0.9905439437116166	0.9902755267423015	0.990228706828318
154	0.13034029937580197	0.9542682926829268	0.025416974914754344	0.9894651539708266	0.9897153576129529	0.9894651539708266	0.9894258200710558
155	0.12067667815306156	0.9573170731707317	0.02196748489917985	0.9923014586709886	0.9923954306570982	0.9923014586709886	0.9922972153308857
156	0.11636074459941194	0.9580284552845528	0.02727834461497731	0.9858184764991896	0.9859120674071058	0.9858184764991896	0.98569029194827
157	0.1242230885397128	0.9556910569105691	0.02475383012021461	0.9890599675850892	0.989297420455873	0.9890599675850892	0.9890166113948888
158	0.12360345972247604	0.9547764227642277	0.027580054478439267	0.9878444084278768	0.9880679933133327	0.9878444084278768	0.9878043088199642
159	0.12028249220040484	0.9578252032520326	0.02510483526906382	0.9890599675850892	0.9890593510612928	0.9890599675850892	0.9890073281912134
160	0.12800349335307332	0.9551829268292683	0.03370425318921221	0.9846029173419774	0.984822597632995	0.9846029173419774	0.9845832788833383
161	0.1238866957116539	0.9567073170731707	0.025165848908093928	0.9914910858995137	0.9916941608463151	0.9914910858995137	0.9914747690087017
162	0.1137770919055428	0.9591463414634146	0.02102201927301658	0.9918962722852512	0.9919410552389561	0.9918962722852512	0.9918988789079299
163	0.1219863543525429	0.9577235772357724	0.021164928122230305	0.9906807131280388	0.9910104251454133	0.9906807131280388	0.9906900093929459
164	0.1159070919247011	0.9578252032520326	0.024780477334981343	0.9902755267423015	0.9903761911620266	0.9902755267423015	0.9901578815986679
165	0.12016022682267552	0.9576219512195122	0.026827677042515756	0.9878444084278768	0.9878860695732476	0.9878444084278768	0.9876311531307236
166	0.11122442092869536	0.9607723577235773	0.022661411819898045	0.9914910858995137	0.9917310115707791	0.9914910858995137	0.9914627494616824
167	0.11411567853387006	0.9591463414634146	0.019285228917122352	0.9906807131280388	0.990799012653648	0.9906807131280388	0.9906796042536256
168	0.1270419485130673	0.9564024390243903	0.024302276106631795	0.9898703403565641	0.9899041160407843	0.9898703403565641	0.9897445156430984
169	0.11903911750021626	0.9568089430894309	0.022562591552542147	0.9890599675850892	0.9895749118692986	0.9890599675850892	0.9890997914312831
170	0.11731922483465415	0.9582317073170732	0.021353256572935988	0.9890599675850892	0.9891437310098408	0.9890599675850892	0.9889679733426816
171	0.12471247056699775	0.9564024390243903	0.021014089594462992	0.9910858995137763	0.9912143623319586	0.9910858995137763	0.9909824393253351
172	0.11427320411203551	0.9584349593495934	0.020451893286583308	0.9886547811993517	0.9886425423847441	0.9886547811993517	0.9886222325230913
173	0.11161553630381973	0.9591463414634146	0.025333712819957003	0.9894651539708266	0.9897613566118524	0.9894651539708266	0.989356949448146
174	0.11358894386075104	0.9591463414634146	0.020074865023650912	0.9910858995137763	0.9912462530585634	0.9910858995137763	0.9910450007591892
175	0.11719003062888343	0.9577235772357724	0.0252511369196349	0.9886547811993517	0.988928584385293	0.9886547811993517	0.9885619250944662
176	0.11447954859775757	0.9583333333333334	0.02264970517447534	0.9910858995137763	0.9911554236342117	0.9910858995137763	0.991064965989454
177	0.11337321654399403	0.958739837398374	0.019529036748210802	0.9906807131280388	0.9909239155851465	0.9906807131280388	0.9906705148310231
178	0.11807132135516854	0.9584349593495934	0.019713239675402585	0.9923014586709886	0.992513232354164	0.9923014586709886	0.992243115518241
179	0.12227757532117374	0.9565040650406504	0.01961575206800438	0.9914910858995137	0.9915585188493178	0.9914910858995137	0.9914572645999608
180	0.11091206344014896	0.9607723577235773	0.020539387958249774	0.9914910858995137	0.9916887328561763	0.9914910858995137	0.9915160588400159
181	0.11363610644821016	0.9585365853658536	0.020562638810322147	0.9927066450567261	0.9927502190401354	0.9927066450567261	0.9926672382827914
182	0.12039206634527375	0.9572154471544716	0.024725487463900853	0.9870340356564019	0.9873894207846281	0.9870340356564019	0.9870142581996364
183	0.11220987888925701	0.9601626016260163	0.01945328863609223	0.9927066450567261	0.9927073118456835	0.9927066450567261	0.9926191564136528
184	0.11543222113940259	0.9585365853658536	0.019216372754979807	0.9918962722852512	0.9923215453310997	0.9918962722852512	0.9919257732143503
185	0.11010692748260056	0.9596544715447154	0.02245598838371514	0.9906807131280388	0.9908532430121137	0.9906807131280388	0.990676707124481
186	0.11021677642053644	0.9599593495934959	0.017499652999753555	0.9931118314424635	0.993273005079124	0.9931118314424635	0.993101822035351
187	0.11436333117734004	0.9597560975609756	0.02028394826266967	0.9910858995137763	0.9913709801794753	0.9910858995137763	0.9910623352262603
188	0.110727470537517	0.9615853658536585	0.01563769749819299	0.9943273905996759	0.9945128937183318	0.9943273905996759	0.994282587571843
189	0.1129106255664634	0.9588414634146342	0.020542779535983227	0.9914910858995137	0.9916166535616284	0.9914910858995137	0.9914948189791667
190	0.10912013590691717	0.9585365853658536	0.01911303813095665	0.9910858995137763	0.9913065171323294	0.9910858995137763	0.9910756579331915
191	0.11182529681562862	0.9598577235772358	0.017245441265513802	0.9927066450567261	0.9927692230563508	0.9927066450567261	0.9926591202510191
192	0.10957298487504354	0.9626016260162602	0.01585037420643036	0.9939222042139384	0.9940075626368171	0.9939222042139384	0.9938986193457908
193	0.1060375932393959	0.9611788617886179	0.015232820144792054	0.9943273905996759	0.9945585090657945	0.9943273905996759	0.9942807274186002
194	0.10788521203326015	0.9609756097560975	0.017128477402873488	0.993517017828201	0.9938143094905223	0.993517017828201	0.9935229935705946
195	0.1031474373476557	0.963109756097561	0.020422962736185376	0.9931118314424635	0.9931008951670434	0.9931118314424635	0.9930753053751817
196	0.10347544069598785	0.9616869918699187	0.01681339660373169	0.9939222042139384	0.9941056779817075	0.9939222042139384	0.9939211846261582
197	0.1079289465400625	0.9616869918699187	0.020396878664706835	0.9914910858995137	0.9916626609135452	0.9914910858995137	0.9914740863880069
198	0.10625593399220123	0.9617886178861789	0.015790306891640724	0.9927066450567261	0.9928454737675412	0.9927066450567261	0.9926738387742028
199	0.10677593171050416	0.961890243902439	0.019582343063950312	0.9914910858995137	0.9917264729705556	0.9914910858995137	0.9914503476823618
